"","ds","tv_S","ooh_S","print_S","facebook_I","search_clicks_P","newsletter","type","solID"
"55",2017-01-16,26742.4718508801,74189.2889543371,3254.5427475152,5564.20333291896,9249.51504237811,50187.4470170722,"adstockedMedia","1_145_1"
"56",2017-01-23,12643.1433878282,28345.8715022256,11587.2953497592,8197.06345242219,9166.55688374299,32565.2159476078,"adstockedMedia","1_145_1"
"57",2017-01-30,46222.3085269621,10830.2484434812,2870.76882286544,6206.88271542929,9934.44739487132,39462.7416728138,"adstockedMedia","1_145_1"
"58",2017-02-06,21852.7022364084,4137.96701711276,711.237038978859,761.03579164085,7358.09257892734,18684.5321554123,"adstockedMedia","1_145_1"
"59",2017-02-13,10331.3878136263,129304.747021438,176.209983049243,7733.48601432707,1597.13143881136,26314.1342377456,"adstockedMedia","1_145_1"
"60",2017-02-20,4884.4107699281,49404.10934459,10734.6784949197,948.215057524216,346.669847583178,29136.761764681,"adstockedMedia","1_145_1"
"61",2017-02-27,2309.22205223228,18876.0743619687,2659.53179033622,12475.9781998938,4453.2112244202,37335.3597772528,"adstockedMedia","1_145_1"
"62",2017-03-06,1091.73997390772,7212.07583833486,14686.6805429753,1529.69959014176,6385.29397759012,26084.4915425579,"adstockedMedia","1_145_1"
"63",2017-03-13,10877.0261928167,2755.55377142882,3638.64589116856,187.558907092334,6190.64647342551,35642.149910783,"adstockedMedia","1_145_1"
"64",2017-03-20,5142.37436822501,1052.82816729069,20755.3018916804,22.9968968131912,4819.62031566876,35882.0760720784,"adstockedMedia","1_145_1"
"65",2017-03-27,2431.18051517073,24878.5259734288,5142.15541947279,2700.74119494083,6399.42759967274,39678.838523907,"adstockedMedia","1_145_1"
"66",2017-04-03,1149.39875514858,9505.46245080796,1273.97628307263,331.142186431131,5118.18430226507,15924.4787782895,"adstockedMedia","1_145_1"
"67",2017-04-10,543.405761149058,503993.399428158,315.629427240838,40.6018717527624,4080.84196745223,7017.37830081338,"adstockedMedia","1_145_1"
"68",2017-04-17,7725.96140803524,192563.270783649,78.1976373218711,4.97826026817822,4063.9518374571,14562.1308263586,"adstockedMedia","1_145_1"
"69",2017-04-24,3652.63310120684,369728.275561088,19.3735753227376,0.61039243334972,3930.8284153364,23284.3676343477,"adstockedMedia","1_145_1"
"70",2017-05-01,38349.7896887556,141263.92552764,4.79983070640433,0.0748411900181621,3439.93680972034,14666.2234316753,"adstockedMedia","1_145_1"
"71",2017-05-08,18130.780603665,360319.545632392,1.18916485090407,0.0091763977030257,2907.19240460292,14480.8774609346,"adstockedMedia","1_145_1"
"72",2017-05-15,8571.76031384126,137669.085176466,0.294617274884062,0.001125132761567,631.028807841095,24758.9611990574,"adstockedMedia","1_145_1"
"73",2017-05-22,4052.5047698769,93606.3137239732,0.0729918468361403,4014.06972785924,136.969729177502,28561.4140360866,"adstockedMedia","1_145_1"
"74",2017-05-29,1915.91858714905,35764.6309597316,7174.72919494447,492.171493018399,2196.61094369367,16344.5056442633,"adstockedMedia","1_145_1"
"75",2017-06-05,10031.2630175726,56151.7041890433,1777.54931272871,3394.75199709174,2664.50343184251,8034.77033583119,"adstockedMedia","1_145_1"
"76",2017-06-12,4742.51959203294,21454.1615643905,440.390358065183,416.235958045226,3151.3356869245,7766.52250874733,"adstockedMedia","1_145_1"
"77",2017-06-19,38501.8196031004,8197.09846884371,109.107334512738,335.888698869017,3806.92713952719,8053.28224790584,"adstockedMedia","1_145_1"
"78",2017-06-26,18202.6563830252,161763.906278707,4686.45371877173,41.1838492149303,3250.85526738886,4027.37112706769,"adstockedMedia","1_145_1"
"79",2017-07-03,13166.5013081798,61805.9421474782,10734.1422084178,6511.6037059808,5130.85029079803,12466.9556335669,"adstockedMedia","1_145_1"
"80",2017-07-10,6224.77850527742,23614.5044504296,2659.39892459634,798.398118416814,5260.78343443291,11425.2421285733,"adstockedMedia","1_145_1"
"81",2017-07-17,12806.7129677518,117203.844779057,25616.3809586335,97.8928669915878,4997.06999808376,6587.8525390974,"adstockedMedia","1_145_1"
"82",2017-07-24,6054.67995931411,44780.6572956745,6346.49463839007,12.0028005913082,5129.95998517328,17551.2246048461,"adstockedMedia","1_145_1"
"83",2017-07-31,14247.4148104974,222549.568987373,3024.7974735533,1.47168252868811,5549.69784618889,16537.2049098312,"adstockedMedia","1_145_1"
"84",2017-08-07,6735.80622462386,189896.756679441,10216.6422996341,0.180445342632304,7464.52509004752,15048.0608494835,"adstockedMedia","1_145_1"
"85",2017-08-14,37231.5668818721,72554.8005566933,2531.18758975687,0.0221246913264064,1620.23344626755,24968.794874269,"adstockedMedia","1_145_1"
"86",2017-08-21,17602.1140179506,27721.3743713795,11975.2830856311,1673.68151745178,351.684318658684,28639.0435508816,"adstockedMedia","1_145_1"
"87",2017-08-28,126210.940536965,10591.6437112621,2966.89333356226,1437.53415777896,8279.07782999191,44307.2252554564,"adstockedMedia","1_145_1"
"88",2017-09-04,59669.2417671551,4046.80211750756,735.052022552862,176.258356397896,7022.92942325603,36391.7845647243,"adstockedMedia","1_145_1"
"89",2017-09-11,77079.3283136158,151710.981860409,4792.46573449156,724.159660144653,7005.63009595019,15728.4089377411,"adstockedMedia","1_145_1"
"90",2017-09-18,36441.0966024616,57964.9711960235,1187.34016868874,88.7903711894834,7954.32535670037,21742.8408181031,"adstockedMedia","1_145_1"
"91",2017-09-25,100892.24028116,166710.698863142,294.165207282669,2754.82693625232,10239.9162377486,32379.924223658,"adstockedMedia","1_145_1"
"92",2017-10-02,159003.673798324,122059.187852497,72.8798464480657,337.773725456856,10348.979090349,41489.191633783,"adstockedMedia","1_145_1"
"93",2017-10-09,119810.577657471,373872.029096772,18522.9894184406,5072.42553158614,8694.84688287284,30807.2322551113,"adstockedMedia","1_145_1"
"94",2017-10-16,56643.3170855924,142847.150099743,4589.0968447465,4503.48939579458,10373.3937486384,55363.3626479582,"adstockedMedia","1_145_1"
"95",2017-10-23,71139.9900244025,100669.522804504,1136.95523841827,6120.04559310053,10339.1970438241,55498.0840861001,"adstockedMedia","1_145_1"
"96",2017-10-30,38278.3589927493,38463.3064668296,281.682269496355,6556.83681867914,10772.9154774668,25280.9252751508,"adstockedMedia","1_145_1"
"97",2017-11-06,39246.0233664641,333220.133927647,23109.698292055,4263.82441809232,11550.5411118664,35295.8646471973,"adstockedMedia","1_145_1"
"98",2017-11-13,18554.4965174164,127315.077842046,5725.460459937,8809.80355662246,2507.13512328956,32459.6191325554,"adstockedMedia","1_145_1"
"99",2017-11-20,63999.4154829098,153948.973188371,2764.57982131149,4249.33958807073,544.193251688835,31410.3291989018,"adstockedMedia","1_145_1"
"100",2017-11-27,30257.2548715609,58820.0517002262,10286.7063413281,3598.37549335341,13030.4614000265,53089.4828076446,"adstockedMedia","1_145_1"
"101",2017-12-04,43228.3878195842,110315.803734395,2548.54605525099,2388.36365604262,13467.8826729762,35776.8454787716,"adstockedMedia","1_145_1"
"102",2017-12-11,20437.2545916941,42148.9091133429,631.405892247607,3014.06057154284,12452.5197016226,51019.9076902753,"adstockedMedia","1_145_1"
"103",2017-12-18,73411.2544079821,107945.643838743,156.43170345836,1629.00273968724,14062.8831657651,62126.1909095937,"adstockedMedia","1_145_1"
"104",2017-12-25,125122.646903988,41243.3303055553,15073.2006203803,6180.65653549839,13552.05982366,80507.0422492172,"adstockedMedia","1_145_1"
"105",2018-01-01,59154.7249144682,15758.0448288792,9026.09567629187,4500.63842066312,14594.38034891,107401.173684625,"adstockedMedia","1_145_1"
"106",2018-01-08,27966.8114948971,9967.95474965994,2236.22797879557,6338.33746629191,15010.9024948398,114260.855841494,"adstockedMedia","1_145_1"
"107",2018-01-15,52311.2192471693,3808.50616654066,16034.6953134362,777.153668355195,14442.3337972919,52665.6458170474,"adstockedMedia","1_145_1"
"108",2018-01-22,24731.3804580976,58266.3349383958,23320.0406806717,95.2880510780491,10994.5362343566,29224.0438600655,"adstockedMedia","1_145_1"
"109",2018-01-29,36861.5518160259,22262.1090773084,5777.5730844228,11.6834199566604,11286.6558985177,24344.6504317827,"adstockedMedia","1_145_1"
"110",2018-02-05,17427.1805428688,8505.79500313464,6178.20190889604,772.265599522616,13742.4030501514,65108.4828677612,"adstockedMedia","1_145_1"
"111",2018-02-12,17404.3298846259,57435.4515025737,1530.65826718528,94.6887171605016,2982.89586883855,43489.0169872919,"adstockedMedia","1_145_1"
"112",2018-02-19,8228.31335590045,21944.6493006062,6690.64497431925,11.6099346689065,647.460835769627,35490.7362311884,"adstockedMedia","1_145_1"
"113",2018-02-26,16246.2386701227,64555.7015635511,11660.4167619251,1.4235126111995,8946.66507125558,32455.0594652664,"adstockedMedia","1_145_1"
"114",2018-03-05,7680.79802662226,24665.1187394817,2888.88475622119,0.174539152203074,9917.14895638169,30084.9884702258,"adstockedMedia","1_145_1"
"115",2018-03-12,56751.534365432,100028.191551657,21202.525287108,0.0214005238956738,8544.59633089336,19841.1632361965,"adstockedMedia","1_145_1"
"116",2018-03-19,26830.6456659055,38218.2698376907,5252.95564866314,0.00262395237531835,8085.8439163511,20319.3845852705,"adstockedMedia","1_145_1"
"117",2018-03-26,32428.6696684621,96517.4448944529,4290.5827522301,0.000321726986755246,6912.47534807697,31427.3060982535,"adstockedMedia","1_145_1"
"118",2018-04-02,15331.4294497944,36876.9013595103,1062.9979494984,3.944745910034e-05,7961.36857593605,22193.7635366938,"adstockedMedia","1_145_1"
"119",2018-04-09,7248.30008067276,25347.3415525886,263.359246491746,4.83671589121866e-06,8200.03920007451,49539.7464070799,"adstockedMedia","1_145_1"
"120",2018-04-16,3426.80728052955,9684.58515642232,65.2476260612061,1819.96214698472,7660.70235636723,39943.5943328436,"adstockedMedia","1_145_1"
"121",2018-04-23,1620.10512909123,162053.83773331,16.1651917042389,223.148462245609,5957.37745553848,17306.4271412783,"adstockedMedia","1_145_1"
"122",2018-04-30,765.94346119812,61916.7177037945,4.00494912396761,12672.4010490607,4634.90610794399,13238.6402838214,"adstockedMedia","1_145_1"
"123",2018-05-07,362.118096670206,83330.9623528374,0.992231813827669,1553.78330903345,6322.01981320624,5227.73255289906,"adstockedMedia","1_145_1"
"124",2018-05-14,171.199993966832,31838.6762334947,6803.89027128066,12761.5019566958,1372.24375640188,21335.692036879,"adstockedMedia","1_145_1"
"125",2018-05-21,1028.04555981714,38453.2950939034,1685.67344452784,1564.70811346216,297.856220420311,27294.9503771695,"adstockedMedia","1_145_1"
"126",2018-05-28,486.033134650584,14692.0421658149,4623.05020390505,1479.92228872409,4495.25124049001,38665.9680787459,"adstockedMedia","1_145_1"
"127",2018-06-04,229.783792870318,5613.46179761604,1145.36723120535,181.455632755287,6601.4114651792,41012.7598913962,"adstockedMedia","1_145_1"
"128",2018-06-11,8423.31578571413,2144.76333498509,5708.43301928185,22.2485646101112,5151.57924346494,22847.9728203131,"adstockedMedia","1_145_1"
"129",2018-06-18,3982.32406763236,18282.3937534701,1414.27235990067,2.72793200020334,6726.14898119129,31807.7759536268,"adstockedMedia","1_145_1"
"130",2018-06-25,1882.7389810721,6985.24532844522,10734.521312175,3396.32406267996,6095.48966213608,28756.5211640716,"adstockedMedia","1_145_1"
"131",2018-07-02,15512.0565649693,170770.220840983,2659.49284808874,416.42871151493,5039.91501247501,25291.6869643647,"adstockedMedia","1_145_1"
"132",2018-07-09,7333.69587092057,65247.029653358,12146.8042283117,8947.62099957225,6151.63710588786,24499.8460134447,"adstockedMedia","1_145_1"
"133",2018-07-16,12322.9668501515,84447.124576044,3009.38793942212,1097.08208498681,6683.64234304562,18076.8986171188,"adstockedMedia","1_145_1"
"134",2018-07-23,15554.8707418051,32265.1338987532,5918.24678796562,134.514984626254,6975.24801969321,29164.6818853305,"adstockedMedia","1_145_1"
"135",2018-07-30,7353.93729735957,12327.7005668443,1466.25401804989,16.4930968581251,10591.2101170622,19695.6890316819,"adstockedMedia","1_145_1"
"136",2018-08-06,16518.2431354484,97284.5060154487,7563.39984155316,2.02224491737707,11265.5794406212,66604.5653310432,"adstockedMedia","1_145_1"
"137",2018-08-13,7809.3946453798,37169.9762262001,1873.84301552713,4731.51411482383,2445.28196785286,44042.5037219676,"adstockedMedia","1_145_1"
"138",2018-08-20,65255.1981603225,120633.718128032,464.247259221819,580.138493850333,530.767541414334,35695.5027283438,"adstockedMedia","1_145_1"
"139",2018-08-27,30850.9561772223,46091.1261057854,115.017915539922,3870.58931251728,9705.59138631703,61225.8143401901,"adstockedMedia","1_145_1"
"140",2018-09-03,26246.9409829544,85823.5996723409,800.940295808916,474.57913039758,13021.1536941303,93505.9413008347,"adstockedMedia","1_145_1"
"141",2018-09-10,12408.8693143165,32791.0506012257,734.434091889497,58.1889042788798,13427.800182502,80818.2122015762,"adstockedMedia","1_145_1"
"142",2018-09-17,5866.58985364367,58649.1735166543,9867.02375240624,3593.64328048733,13879.0735057185,104894.293302084,"adstockedMedia","1_145_1"
"143",2018-09-24,3661.50404627227,51728.3821215492,2444.56909985204,440.622335595613,14301.2184200931,39853.416966159,"adstockedMedia","1_145_1"
"144",2018-10-01,158434.503640275,45991.3208495467,3304.08989882921,1040.96378284316,15481.1219754063,49213.0653597904,"adstockedMedia","1_145_1"
"145",2018-10-08,74903.7021810482,17572.1332471763,3408.41517106776,1887.9038182153,16103.4462816661,40438.7362714851,"adstockedMedia","1_145_1"
"146",2018-10-15,79902.0372958911,69821.0725557947,1883.55079380948,3329.21207602988,14147.8148639029,64369.6085510908,"adstockedMedia","1_145_1"
"147",2018-10-22,37775.5998078503,26676.8852850479,466.652375031079,408.200003767341,14448.7751961437,73389.0111415615,"adstockedMedia","1_145_1"
"148",2016-01-04,179907.416540103,167197.728409551,88979.1962828718,77872.7200828132,53375.6189866535,60705.3087699117,"decompMedia","1_145_1"
"149",2016-01-11,130084.3851065,118267.448435841,117634.573998271,122316.334115268,50688.5133807471,48332.048121035,"decompMedia","1_145_1"
"150",2016-01-18,79851.5618191258,77920.9806819146,82478.7306222917,66224.1639682471,38577.0023635192,45751.26132412,"decompMedia","1_145_1"
"151",2016-01-25,47701.2554575887,48591.4997545812,100486.785299341,49598.3536095494,25149.3278602,32413.2399120018,"decompMedia","1_145_1"
"152",2016-02-01,144485.841953085,85481.1038397472,65453.8865271067,577.454604272557,33050.258075817,16851.9102437071,"decompMedia","1_145_1"
"153",2016-02-08,89398.4603548367,53845.8720175719,79095.7917129456,43663.6825525651,24442.3324962135,14114.5168015184,"decompMedia","1_145_1"
"154",2016-02-15,304152.006842153,32539.3206163407,69886.4621686035,13289.5657337542,1470.52766760712,30635.1347867941,"decompMedia","1_145_1"
"155",2016-02-22,206423.612626543,19139.5701892397,40403.3024229385,140.643868259056,81.4208258858369,38220.6160063149,"decompMedia","1_145_1"
"156",2016-02-29,275315.472051588,11072.2650580976,21075.0838009864,38742.1163320982,8889.5014964898,5008.46161176245,"decompMedia","1_145_1"
"157",2016-03-07,183639.126136378,6342.36904349618,106976.748690264,437.949143599773,29967.1921956985,6126.33600240588,"decompMedia","1_145_1"
"158",2016-03-14,204064.013941263,82099.7575209296,71605.1626765133,4.49018615463764,17910.8654420825,3713.30238622444,"decompMedia","1_145_1"
"159",2016-03-21,130565.109655064,51482.7008670603,41660.0289873108,0.0459883814063665,20946.5990955005,4772.89344534199,"decompMedia","1_145_1"
"160",2016-03-28,80167.804355779,102266.0217754,102427.248775731,173803.702332043,17759.2924675021,8141.70830442817,"decompMedia","1_145_1"
"161",2016-04-04,47898.261400199,65900.8000405674,67258.1626431097,5879.85353023717,11811.1679380823,8865.21939754559,"decompMedia","1_145_1"
"162",2016-04-11,28133.0214999813,104887.246160596,38511.8741809483,61.092019308063,10032.9908388263,2572.6587120295,"decompMedia","1_145_1"
"163",2016-04-18,110791.941891823,67833.6118247041,19963.2970851347,29223.7896109049,13860.6358019044,8975.16639233911,"decompMedia","1_145_1"
"164",2016-04-25,67296.4071337339,41742.5820954574,9752.34140316296,322.14251603562,9379.66414867152,5453.51052907607,"decompMedia","1_145_1"
"165",2016-05-02,39933.3307736783,24838.8744817612,99914.5072856468,3.30192039237493,7308.9531353409,3598.93265061134,"decompMedia","1_145_1"
"166",2016-05-09,23357.1208410994,88120.5695018596,64927.2950136717,0.033818093827297,8988.94709957654,1006.77944741332,"decompMedia","1_145_1"
"167",2016-05-16,13544.2307618872,55705.4858233708,36864.5087214431,87518.6319604974,511.03344484958,20161.3437956022,"decompMedia","1_145_1"
"168",2016-05-23,7814.21459849764,130165.0010617,19006.2000590829,1137.93389412076,28.2012512814577,33663.352283173,"decompMedia","1_145_1"
"169",2016-05-30,4495.04944437097,87213.6584258202,9257.27656138389,11.686824778982,6550.33709785715,15747.290190174,"decompMedia","1_145_1"
"170",2016-06-06,2581.32576273653,55065.0426021163,4376.81388906365,0.119698275216085,5275.96367223828,5048.06607098038,"decompMedia","1_145_1"
"171",2016-06-13,1480.89617924623,33328.2922794873,2039.43485586567,0.00122593393359522,9657.56491278349,5096.38432657987,"decompMedia","1_145_1"
"172",2016-06-20,155663.067498376,128164.172092052,943.76877404382,40404.1241448564,9681.67044850398,1313.16879470131,"decompMedia","1_145_1"
"173",2016-06-27,96913.482469832,85628.9190396982,435.335473910784,458.778292149,7340.06206152559,1099.22865719677,"decompMedia","1_145_1"
"174",2016-07-04,126799.952804154,53949.6663095386,77307.6190731434,4.7039802795216,8730.15228693428,1340.87799114378,"decompMedia","1_145_1"
"175",2016-07-11,77695.3695103519,32606.3935530549,45946.5979695243,0.0481780808107723,14089.4108591814,4496.78616011581,"decompMedia","1_145_1"
"176",2016-07-18,63659.5347950988,176663.985084273,76964.0981384524,41073.793590179,9763.79487252609,4087.2232965858,"decompMedia","1_145_1"
"177",2016-07-25,37702.4773919496,126768.659255453,45683.1507101893,467.223660791109,15979.5466875463,13146.0992442624,"decompMedia","1_145_1"
"178",2016-08-01,192318.302695568,154201.716300204,24253.6940955456,97490.9441016838,19732.8070898743,14410.2149543665,"decompMedia","1_145_1"
"179",2016-08-08,122228.584150145,106983.141695477,39227.4392171804,1307.75669748212,22494.8290652323,25515.8155108351,"decompMedia","1_145_1"
"180",2016-08-15,213037.550907083,69389.1178274546,20382.274847188,8990.3241051877,1343.49649657401,36073.1651954142,"decompMedia","1_145_1"
"181",2016-08-22,137009.966188428,42786.8915529612,102796.591831933,6238.12156695304,74.3545395447902,40381.6276101822,"decompMedia","1_145_1"
"182",2016-08-29,201520.521089686,141129.03935388,67604.8998425606,64.8716382824473,22916.3438655183,7364.46048811949,"decompMedia","1_145_1"
"183",2016-09-05,216799.71236951,136733.195972584,70631.0100708355,454.624537318685,23055.6889285086,2426.6926536752,"decompMedia","1_145_1"
"184",2016-09-12,139731.808070843,155758.588702993,40945.7672682387,4.66134366679064,36398.7077615812,8325.89455553673,"decompMedia","1_145_1"
"185",2016-09-19,86230.1777822831,123795.14417025,117791.92342936,99026.6245335265,41689.8068793091,18426.3389253848,"decompMedia","1_145_1"
"186",2016-09-26,51687.7789315941,153038.696186191,82647.0078436994,1334.86930264451,27786.2358252619,4219.55205960027,"decompMedia","1_145_1"
"187",2016-10-03,414833.859712553,151545.721381984,97484.2535531487,66565.811886566,35146.9410584832,13738.4994384016,"decompMedia","1_145_1"
"188",2016-10-10,301813.539811885,104730.019905511,101899.586915106,89359.9694614184,51661.0702369473,42847.1839403738,"decompMedia","1_145_1"
"189",2016-10-17,376390.162299521,93604.1196165622,66764.647049631,138211.28716583,53720.2248638037,64976.4460199811,"decompMedia","1_145_1"
"190",2016-10-24,267162.251237164,146289.648130506,94622.2716397812,151400.862873181,45270.4887545325,45773.6348051696,"decompMedia","1_145_1"
"191",2016-10-31,383495.120567081,100322.663653574,60172.9832704174,174818.853674895,48742.8362523552,29692.6106775703,"decompMedia","1_145_1"
"192",2016-11-07,273438.365703551,142648.151319971,99165.7454985549,156189.627688454,62849.3056537657,68390.9379024755,"decompMedia","1_145_1"
