order_id,order_date,gross,returns,net_cash,last_click_channel
ORD-000137,2024-01-03,103.83,0.0,103.83,Email
ORD-000138,2024-01-03,60.24,0.0,60.24,Email
ORD-000139,2024-01-03,66.08,0.0,66.08,Google
ORD-000140,2024-01-03,127.21,0.0,127.21,Google
ORD-000141,2024-01-03,55.61,0.0,55.61,Google
ORD-000142,2024-01-03,56.72,0.0,56.72,TikTok
ORD-000143,2024-01-03,66.22,0.0,66.22,Direct
ORD-000144,2024-01-03,39.27,0.0,39.27,Email
ORD-000145,2024-01-03,77.48,0.0,77.48,Email
ORD-000146,2024-01-03,44.66,0.0,44.66,Direct
ORD-000147,2024-01-03,64.89,0.0,64.89,Direct
ORD-000148,2024-01-03,44.94,0.0,44.94,Direct
ORD-000149,2024-01-03,56.74,0.0,56.74,Email
ORD-000150,2024-01-03,97.13,0.0,97.13,Email
ORD-000151,2024-01-03,42.16,18.68,23.48,Meta
ORD-000152,2024-01-03,59.96,0.0,59.96,Meta
ORD-000153,2024-01-03,72.06,0.0,72.06,Direct
ORD-000154,2024-01-03,46.47,0.0,46.47,TikTok
ORD-000155,2024-01-03,36.18,0.0,36.18,Google
ORD-000156,2024-01-03,73.73,29.69,44.04,Direct
ORD-000157,2024-01-03,66.75,0.0,66.75,Direct
ORD-000158,2024-01-03,88.3,0.0,88.3,TikTok
ORD-000159,2024-01-03,95.5,0.0,95.5,Google
ORD-000160,2024-01-03,86.83,0.0,86.83,Meta
ORD-000161,2024-01-03,72.54,0.0,72.54,Meta
ORD-000162,2024-01-03,42.59,0.0,42.59,Meta
ORD-000163,2024-01-03,65.74,0.0,65.74,Meta
ORD-000164,2024-01-03,61.96,59.23,2.73,Direct
ORD-000165,2024-01-03,88.36,0.0,88.36,Meta
ORD-000166,2024-01-03,108.57,0.0,108.57,Google
ORD-000167,2024-01-03,56.41,0.0,56.41,Email
ORD-000168,2024-01-03,62.25,0.0,62.25,Direct
ORD-000169,2024-01-03,63.25,0.0,63.25,Meta
ORD-000170,2024-01-03,62.22,0.0,62.22,Google
ORD-000171,2024-01-03,69.87,0.0,69.87,Direct
ORD-000172,2024-01-03,49.62,0.0,49.62,Meta
ORD-000173,2024-01-03,45.45,0.0,45.45,Direct
ORD-000174,2024-01-03,52.74,0.0,52.74,Email
ORD-000175,2024-01-03,88.71,0.0,88.71,Meta
ORD-000176,2024-01-03,68.99,0.0,68.99,Meta
ORD-000177,2024-01-03,67.19,0.0,67.19,Google
ORD-000178,2024-01-03,66.35,0.0,66.35,Email
ORD-000179,2024-01-03,54.46,0.0,54.46,TikTok
ORD-000180,2024-01-03,54.99,0.0,54.99,TikTok
ORD-000181,2024-01-03,69.98,0.0,69.98,Email
ORD-000182,2024-01-03,88.15,0.0,88.15,Microsoft
ORD-000183,2024-01-03,82.77,0.0,82.77,Meta
ORD-000184,2024-01-03,70.6,0.0,70.6,Google
ORD-000185,2024-01-03,80.54,0.0,80.54,Google
ORD-000186,2024-01-03,64.26,0.0,64.26,Google
ORD-000187,2024-01-03,58.36,0.0,58.36,Meta
ORD-000188,2024-01-03,57.37,0.0,57.37,Google
ORD-000189,2024-01-03,77.67,0.0,77.67,Meta
ORD-000190,2024-01-03,54.98,0.0,54.98,Meta
ORD-000191,2024-01-03,50.86,0.0,50.86,Direct
ORD-000192,2024-01-03,76.75,0.0,76.75,Google
ORD-000193,2024-01-03,68.49,57.29,11.2,TikTok
ORD-000194,2024-01-03,43.4,24.9,18.5,Meta
ORD-000195,2024-01-04,62.58,0.0,62.58,Meta
ORD-000196,2024-01-04,102.68,0.0,102.68,Email
ORD-000197,2024-01-04,38.07,0.0,38.07,Direct
ORD-000198,2024-01-04,78.77,0.0,78.77,Google
ORD-000199,2024-01-04,79.1,0.0,79.1,Direct
ORD-000200,2024-01-04,89.4,0.0,89.4,Email
ORD-000201,2024-01-04,74.48,0.0,74.48,Direct
ORD-000202,2024-01-04,57.1,46.77,10.33,Microsoft
ORD-000203,2024-01-04,77.94,0.0,77.94,Meta
ORD-000204,2024-01-04,59.05,0.0,59.05,Email
ORD-000205,2024-01-04,53.21,0.0,53.21,Email
ORD-000206,2024-01-04,40.67,0.0,40.67,Meta
ORD-000207,2024-01-04,75.16,0.0,75.16,Google
ORD-000208,2024-01-04,73.93,0.0,73.93,Google
ORD-000209,2024-01-04,51.42,0.0,51.42,TikTok
ORD-000210,2024-01-04,52.69,0.0,52.69,Google
ORD-000211,2024-01-04,90.22,22.74,67.48,Meta
ORD-000212,2024-01-04,84.47,0.0,84.47,Google
ORD-000213,2024-01-04,81.94,0.0,81.94,Meta
ORD-000214,2024-01-04,74.33,0.0,74.33,Meta
ORD-000215,2024-01-04,61.78,0.0,61.78,Email
ORD-000216,2024-01-04,44.22,14.65,29.57,Meta
ORD-000217,2024-01-04,75.72,0.0,75.72,Meta
ORD-000218,2024-01-04,67.28,0.0,67.28,Google
ORD-000219,2024-01-04,83.42,17.12,66.3,Direct
ORD-000220,2024-01-04,85.72,0.0,85.72,TikTok
ORD-000221,2024-01-04,83.07,73.09,9.98,Meta
ORD-000222,2024-01-04,77.07,0.0,77.07,Google
ORD-000223,2024-01-04,42.05,31.6,10.45,Direct
ORD-000224,2024-01-04,73.89,0.0,73.89,Google
ORD-000225,2024-01-04,89.66,0.0,89.66,Direct
ORD-000226,2024-01-04,60.05,0.0,60.05,Meta
ORD-000227,2024-01-04,61.34,0.0,61.34,Meta
ORD-000228,2024-01-04,26.77,0.0,26.77,Email
ORD-000229,2024-01-04,55.09,0.0,55.09,Email
ORD-000230,2024-01-04,69.03,29.63,39.4,Meta
ORD-000231,2024-01-04,20.6,0.0,20.6,Direct
ORD-000232,2024-01-04,83.92,0.0,83.92,Meta
ORD-000233,2024-01-04,30.92,0.0,30.92,Google
ORD-000234,2024-01-04,24.84,0.0,24.84,Google
ORD-000235,2024-01-04,58.17,0.0,58.17,Google
ORD-000236,2024-01-04,78.09,0.0,78.09,Direct
ORD-000237,2024-01-04,72.33,0.0,72.33,Meta
ORD-000238,2024-01-04,69.56,0.0,69.56,Meta
ORD-000239,2024-01-04,53.56,0.0,53.56,Direct
ORD-000240,2024-01-04,67.41,0.0,67.41,Google
ORD-000241,2024-01-04,57.17,0.0,57.17,Google
ORD-000242,2024-01-04,91.73,0.0,91.73,Google
ORD-000243,2024-01-04,69.73,41.88,27.85,Meta
ORD-000244,2024-01-04,77.9,0.0,77.9,Direct
ORD-000245,2024-01-04,97.89,0.0,97.89,Email
ORD-000246,2024-01-04,114.07,0.0,114.07,Google
ORD-000247,2024-01-04,93.48,60.29,33.19,Google
ORD-000248,2024-01-04,75.86,0.0,75.86,TikTok
ORD-000249,2024-01-04,67.25,61.19,6.06,Meta
ORD-000250,2024-01-04,73.8,0.0,73.8,Email
ORD-000251,2024-01-04,51.65,0.0,51.65,Google
ORD-000252,2024-01-04,83.26,0.0,83.26,Meta
ORD-000253,2024-01-04,43.85,0.0,43.85,Direct
ORD-000254,2024-01-04,48.22,0.0,48.22,Google
ORD-000255,2024-01-04,79.94,0.0,79.94,Email
ORD-000256,2024-01-04,49.21,0.0,49.21,TikTok
ORD-000257,2024-01-04,55.86,0.0,55.86,Meta
ORD-000258,2024-01-04,66.67,0.0,66.67,Meta
ORD-000259,2024-01-04,59.83,0.0,59.83,TikTok
ORD-000260,2024-01-04,53.46,0.0,53.46,TikTok
ORD-000261,2024-01-04,79.99,0.0,79.99,Meta
ORD-000262,2024-01-04,64.03,0.0,64.03,Meta
ORD-000263,2024-01-05,52.39,0.0,52.39,Meta
ORD-000264,2024-01-05,84.61,0.0,84.61,TikTok
ORD-000265,2024-01-05,82.88,0.0,82.88,Email
ORD-000266,2024-01-05,59.31,0.0,59.31,Meta
ORD-000267,2024-01-05,80.35,0.0,80.35,TikTok
ORD-000268,2024-01-05,58.78,0.0,58.78,Direct
ORD-000269,2024-01-05,36.88,0.0,36.88,Direct
ORD-000270,2024-01-05,55.96,54.53,1.43,Meta
ORD-000271,2024-01-05,72.05,0.0,72.05,TikTok
ORD-000272,2024-01-05,62.77,0.0,62.77,Direct
ORD-000273,2024-01-05,78.29,0.0,78.29,TikTok
ORD-000274,2024-01-05,72.79,0.0,72.79,Email
ORD-000275,2024-01-05,74.71,63.36,11.35,Email
ORD-000276,2024-01-05,54.23,0.0,54.23,Microsoft
ORD-000277,2024-01-05,67.26,0.0,67.26,Email
ORD-000278,2024-01-05,45.17,0.0,45.17,Meta
ORD-000279,2024-01-05,68.35,0.0,68.35,Google
ORD-000280,2024-01-05,69.11,0.0,69.11,Meta
ORD-000281,2024-01-05,81.71,0.0,81.71,Google
ORD-000282,2024-01-05,66.58,0.0,66.58,TikTok
ORD-000283,2024-01-05,84.13,0.0,84.13,Direct
ORD-000284,2024-01-05,51.71,0.0,51.71,Direct
ORD-000285,2024-01-05,71.42,0.0,71.42,Meta
ORD-000286,2024-01-05,70.58,0.0,70.58,Direct
ORD-000287,2024-01-05,84.0,0.0,84.0,Meta
ORD-000288,2024-01-05,68.96,0.0,68.96,Google
ORD-000289,2024-01-05,37.48,0.0,37.48,Direct
ORD-000290,2024-01-05,77.74,0.0,77.74,Google
ORD-000291,2024-01-05,44.08,0.0,44.08,Google
ORD-000292,2024-01-05,63.13,0.0,63.13,TikTok
ORD-000293,2024-01-05,59.82,0.0,59.82,Meta
ORD-000294,2024-01-05,65.12,0.0,65.12,Direct
ORD-000295,2024-01-05,64.36,0.0,64.36,Google
ORD-000296,2024-01-05,42.33,38.13,4.2,TikTok
ORD-000297,2024-01-05,53.49,0.0,53.49,Microsoft
ORD-000298,2024-01-05,59.64,0.0,59.64,TikTok
ORD-000299,2024-01-05,47.1,0.0,47.1,Meta
ORD-000300,2024-01-05,59.37,0.0,59.37,Google
ORD-000301,2024-01-05,89.02,0.0,89.02,Meta
ORD-000302,2024-01-05,66.42,0.0,66.42,Meta
ORD-000303,2024-01-05,58.57,25.17,33.4,Direct
ORD-000304,2024-01-05,102.72,0.0,102.72,Email
ORD-000305,2024-01-05,66.88,0.0,66.88,Meta
ORD-000306,2024-01-05,72.34,58.44,13.9,Google
ORD-000307,2024-01-05,84.57,0.0,84.57,TikTok
ORD-000308,2024-01-05,66.87,0.0,66.87,Microsoft
ORD-000309,2024-01-06,97.69,95.98,1.71,Google
ORD-000310,2024-01-06,69.93,0.0,69.93,Meta
ORD-000311,2024-01-06,83.7,0.0,83.7,Google
ORD-000312,2024-01-06,82.66,0.0,82.66,Meta
ORD-000313,2024-01-06,50.93,0.0,50.93,Email
ORD-000314,2024-01-06,96.7,0.0,96.7,Meta
ORD-000315,2024-01-06,92.13,0.0,92.13,Microsoft
ORD-000316,2024-01-06,41.63,0.0,41.63,Google
ORD-000317,2024-01-06,74.47,0.0,74.47,Google
ORD-000318,2024-01-06,54.64,0.0,54.64,Google
ORD-000319,2024-01-06,67.79,0.0,67.79,Google
ORD-000320,2024-01-06,76.07,0.0,76.07,Meta
ORD-000321,2024-01-06,59.46,22.09,37.37,Meta
ORD-000322,2024-01-06,87.19,67.93,19.26,Microsoft
ORD-000323,2024-01-06,54.07,0.0,54.07,Microsoft
ORD-000324,2024-01-06,81.58,77.6,3.98,Email
ORD-000325,2024-01-06,70.59,0.0,70.59,Meta
ORD-000326,2024-01-06,81.57,0.0,81.57,Meta
ORD-000327,2024-01-06,84.54,0.0,84.54,Google
ORD-000328,2024-01-06,78.51,0.0,78.51,Meta
ORD-000329,2024-01-06,69.13,35.77,33.36,Google
ORD-000330,2024-01-06,75.85,0.0,75.85,Google
ORD-000331,2024-01-06,92.41,0.0,92.41,Google
ORD-000332,2024-01-06,47.47,0.0,47.47,Direct
ORD-000333,2024-01-06,94.51,0.0,94.51,Meta
ORD-000334,2024-01-06,66.77,0.0,66.77,Meta
ORD-000335,2024-01-06,106.75,0.0,106.75,Google
ORD-000336,2024-01-06,81.95,0.0,81.95,Email
ORD-000337,2024-01-06,58.31,0.0,58.31,Email
ORD-000338,2024-01-06,66.33,0.0,66.33,TikTok
ORD-000339,2024-01-06,79.95,0.0,79.95,TikTok
ORD-000340,2024-01-06,106.4,0.0,106.4,Direct
ORD-000341,2024-01-06,73.71,0.0,73.71,Direct
ORD-000342,2024-01-06,88.96,0.0,88.96,Email
ORD-000343,2024-01-06,77.1,0.0,77.1,Direct
ORD-000344,2024-01-06,51.26,0.0,51.26,Google
ORD-000345,2024-01-06,71.58,0.0,71.58,Email
ORD-000346,2024-01-06,88.08,0.0,88.08,Meta
ORD-000347,2024-01-06,97.49,0.0,97.49,Google
ORD-000348,2024-01-06,103.17,0.0,103.17,Google
ORD-000349,2024-01-06,34.64,0.0,34.64,Google
ORD-000350,2024-01-06,71.95,0.0,71.95,Meta
ORD-000351,2024-01-06,24.51,0.0,24.51,Meta
ORD-000352,2024-01-06,59.79,44.46,15.33,Meta
ORD-000353,2024-01-06,87.74,64.05,23.69,Direct
ORD-000354,2024-01-06,59.49,0.0,59.49,Google
ORD-000355,2024-01-06,47.91,0.0,47.91,Meta
ORD-000356,2024-01-06,68.66,25.32,43.34,Google
ORD-000357,2024-01-06,67.27,0.0,67.27,Meta
ORD-000358,2024-01-06,85.93,0.0,85.93,Direct
ORD-000359,2024-01-06,64.81,0.0,64.81,Meta
ORD-000360,2024-01-06,71.02,16.79,54.23,Google
ORD-000361,2024-01-06,76.16,0.0,76.16,Google
ORD-000362,2024-01-06,92.62,59.7,32.92,TikTok
ORD-000363,2024-01-06,67.99,0.0,67.99,Google
ORD-000364,2024-01-06,44.45,0.0,44.45,Microsoft
ORD-000365,2024-01-06,37.78,0.0,37.78,Direct
ORD-000366,2024-01-06,73.45,0.0,73.45,Meta
ORD-000367,2024-01-06,78.34,0.0,78.34,Google
ORD-000368,2024-01-06,74.73,0.0,74.73,Direct
ORD-000369,2024-01-06,61.25,0.0,61.25,Meta
ORD-000370,2024-01-06,81.59,0.0,81.59,Google
ORD-000371,2024-01-07,29.44,0.0,29.44,Google
ORD-000372,2024-01-07,79.19,0.0,79.19,Meta
ORD-000373,2024-01-07,66.43,0.0,66.43,Meta
ORD-000374,2024-01-07,80.33,0.0,80.33,Meta
ORD-000375,2024-01-07,67.14,0.0,67.14,Meta
ORD-000376,2024-01-07,69.33,15.66,53.67,TikTok
ORD-000377,2024-01-07,64.3,63.09,1.21,Meta
ORD-000378,2024-01-07,52.31,0.0,52.31,Meta
ORD-000379,2024-01-07,73.31,0.0,73.31,Google
ORD-000380,2024-01-07,40.66,0.0,40.66,Meta
ORD-000381,2024-01-07,51.13,0.0,51.13,Google
ORD-000382,2024-01-07,77.99,0.0,77.99,Direct
ORD-000383,2024-01-07,74.03,0.0,74.03,TikTok
ORD-000384,2024-01-07,64.83,0.0,64.83,Meta
ORD-000385,2024-01-07,67.15,0.0,67.15,Email
ORD-000386,2024-01-07,73.98,0.0,73.98,TikTok
ORD-000387,2024-01-07,55.36,0.0,55.36,Google
ORD-000388,2024-01-07,56.77,0.0,56.77,Microsoft
ORD-000389,2024-01-07,56.53,0.0,56.53,Microsoft
ORD-000390,2024-01-07,74.72,0.0,74.72,Google
ORD-000391,2024-01-07,70.4,0.0,70.4,Meta
ORD-000392,2024-01-07,53.81,0.0,53.81,Google
ORD-000393,2024-01-07,60.46,0.0,60.46,Meta
ORD-000394,2024-01-07,62.23,0.0,62.23,TikTok
ORD-000395,2024-01-07,33.45,0.0,33.45,Google
ORD-000396,2024-01-07,61.0,0.0,61.0,Meta
ORD-000397,2024-01-07,76.71,0.0,76.71,Google
ORD-000398,2024-01-07,36.59,0.0,36.59,Google
ORD-000399,2024-01-07,60.81,0.0,60.81,Meta
ORD-000400,2024-01-07,71.92,0.0,71.92,Google
ORD-000401,2024-01-07,66.01,0.0,66.01,Meta
ORD-000402,2024-01-07,70.89,0.0,70.89,Meta
ORD-000403,2024-01-07,78.46,30.14,48.32,Meta
ORD-000404,2024-01-07,57.85,0.0,57.85,Direct
ORD-000405,2024-01-07,89.08,0.0,89.08,Microsoft
ORD-000406,2024-01-07,79.99,0.0,79.99,TikTok
ORD-000407,2024-01-07,43.03,0.0,43.03,TikTok
ORD-000408,2024-01-07,59.82,0.0,59.82,Meta
ORD-000409,2024-01-07,65.68,0.0,65.68,Email
ORD-000410,2024-01-07,55.53,15.64,39.89,Direct
ORD-000411,2024-01-07,66.53,0.0,66.53,Google
ORD-000412,2024-01-07,37.15,0.0,37.15,Meta
ORD-000413,2024-01-07,71.52,0.0,71.52,Microsoft
ORD-000414,2024-01-07,56.73,0.0,56.73,Google
ORD-000415,2024-01-07,72.05,0.0,72.05,Direct
ORD-000416,2024-01-07,88.06,0.0,88.06,Email
ORD-000417,2024-01-07,80.62,0.0,80.62,Google
ORD-000418,2024-01-07,40.69,0.0,40.69,Google
ORD-000419,2024-01-07,87.02,0.0,87.02,Meta
ORD-000420,2024-01-07,62.39,43.39,19.0,Meta
ORD-000421,2024-01-07,92.1,0.0,92.1,Direct
ORD-000422,2024-01-07,53.87,0.0,53.87,Google
ORD-000423,2024-01-07,66.75,0.0,66.75,Meta
ORD-000424,2024-01-07,56.55,39.49,17.06,Meta
ORD-000425,2024-01-07,56.69,0.0,56.69,Microsoft
ORD-000426,2024-01-07,79.33,0.0,79.33,Google
ORD-000427,2024-01-07,49.1,0.0,49.1,Meta
ORD-000428,2024-01-07,77.11,0.0,77.11,Meta
ORD-000429,2024-01-07,43.21,0.0,43.21,Google
ORD-000430,2024-01-07,73.65,0.0,73.65,Google
ORD-000431,2024-01-07,68.58,65.06,3.52,Direct
ORD-000432,2024-01-07,77.68,0.0,77.68,Meta
ORD-000433,2024-01-07,41.43,0.0,41.43,Email
ORD-000434,2024-01-07,77.34,0.0,77.34,Meta
ORD-000435,2024-01-07,57.6,0.0,57.6,Direct
ORD-000436,2024-01-07,57.87,0.0,57.87,Meta
ORD-000437,2024-01-07,72.52,0.0,72.52,Google
ORD-000438,2024-01-07,50.82,0.0,50.82,TikTok
ORD-000439,2024-01-07,51.58,0.0,51.58,Meta
ORD-000440,2024-01-07,76.37,0.0,76.37,Google
ORD-000441,2024-01-08,47.97,0.0,47.97,Google
ORD-000442,2024-01-08,90.85,0.0,90.85,Meta
ORD-000443,2024-01-08,54.37,47.01,7.36,Meta
ORD-000444,2024-01-08,57.36,0.0,57.36,Direct
ORD-000445,2024-01-08,59.41,0.0,59.41,Google
ORD-000446,2024-01-08,64.48,0.0,64.48,Meta
ORD-000447,2024-01-08,55.78,0.0,55.78,Meta
ORD-000448,2024-01-08,71.2,0.0,71.2,Google
ORD-000449,2024-01-08,94.73,0.0,94.73,Meta
ORD-000450,2024-01-08,98.04,0.0,98.04,Meta
ORD-000451,2024-01-08,89.87,0.0,89.87,Google
ORD-000452,2024-01-08,37.36,0.0,37.36,TikTok
ORD-000453,2024-01-08,71.03,0.0,71.03,Meta
ORD-000454,2024-01-08,65.97,0.0,65.97,Meta
ORD-000455,2024-01-08,55.96,0.0,55.96,Google
ORD-000456,2024-01-08,24.55,0.0,24.55,Meta
ORD-000457,2024-01-08,86.52,0.0,86.52,Meta
ORD-000458,2024-01-08,77.97,0.0,77.97,Email
ORD-000459,2024-01-08,105.81,0.0,105.81,Google
ORD-000460,2024-01-08,97.79,22.77,75.02,Meta
ORD-000461,2024-01-08,70.12,0.0,70.12,Direct
ORD-000462,2024-01-08,77.09,53.58,23.51,TikTok
ORD-000463,2024-01-08,66.51,0.0,66.51,Google
ORD-000464,2024-01-08,50.2,0.0,50.2,Meta
ORD-000465,2024-01-08,48.35,0.0,48.35,Direct
ORD-000466,2024-01-08,51.05,0.0,51.05,Direct
ORD-000467,2024-01-08,45.63,0.0,45.63,Google
ORD-000468,2024-01-08,24.27,0.0,24.27,TikTok
