user_id,cohort_week,channel,sent,converted,revenue,holdout_flag
50,2024-01-01,email,1,1,36.75,0
51,2024-01-01,email,1,0,0.0,0
52,2024-01-01,email,1,1,77.73,0
53,2024-01-01,email,1,1,38.36,0
54,2024-01-01,email,1,0,0.0,0
55,2024-01-01,email,1,0,0.0,0
56,2024-01-01,email,1,0,0.0,0
57,2024-01-01,email,0,0,0.0,0
58,2024-01-01,email,1,0,0.0,0
59,2024-01-01,email,0,0,0.0,0
60,2024-01-01,email,1,1,67.44,0
61,2024-01-01,email,1,0,0.0,0
62,2024-01-01,email,1,1,36.26,0
63,2024-01-01,email,1,0,0.0,0
64,2024-01-01,email,1,0,0.0,0
65,2024-01-01,email,0,0,0.0,1
66,2024-01-01,email,0,0,0.0,1
67,2024-01-01,email,1,0,0.0,0
68,2024-01-01,email,1,0,0.0,0
69,2024-01-01,email,0,0,0.0,1
70,2024-01-01,email,0,0,0.0,1
71,2024-01-01,email,1,0,0.0,0
72,2024-01-01,email,0,0,0.0,1
73,2024-01-01,email,1,0,0.0,0
74,2024-01-01,email,0,0,0.0,1
75,2024-01-01,email,1,0,0.0,0
76,2024-01-01,email,1,0,0.0,0
77,2024-01-01,email,0,0,0.0,0
78,2024-01-01,email,1,1,57.01,0
79,2024-01-01,email,0,1,33.23,1
80,2024-01-01,email,0,0,0.0,1
81,2024-01-01,email,0,0,0.0,0
82,2024-01-01,email,1,0,0.0,0
83,2024-01-01,email,1,0,0.0,0
84,2024-01-01,email,0,0,0.0,1
85,2024-01-01,email,1,0,0.0,0
86,2024-01-01,email,0,0,0.0,1
87,2024-01-01,email,1,0,0.0,0
88,2024-01-01,email,1,1,63.72,0
89,2024-01-01,email,1,0,0.0,0
90,2024-01-01,email,1,0,0.0,0
91,2024-01-01,email,1,0,0.0,0
92,2024-01-01,email,1,0,0.0,0
93,2024-01-01,email,1,0,0.0,0
94,2024-01-01,email,1,1,30.9,1
95,2024-01-01,email,0,0,0.0,0
96,2024-01-01,email,1,0,0.0,0
97,2024-01-01,email,0,0,0.0,1
98,2024-01-01,email,1,1,60.39,0
99,2024-01-01,email,1,0,0.0,0
100,2024-01-01,email,0,0,0.0,1
101,2024-01-01,email,0,0,0.0,0
102,2024-01-01,email,0,0,0.0,1
103,2024-01-01,email,1,0,0.0,0
104,2024-01-01,email,1,0,0.0,0
105,2024-01-01,email,1,0,0.0,0
106,2024-01-01,email,1,0,0.0,0
107,2024-01-01,email,0,0,0.0,0
108,2024-01-01,email,0,0,0.0,0
109,2024-01-01,email,0,0,0.0,1
110,2024-01-01,email,1,0,0.0,0
111,2024-01-01,email,1,0,0.0,0
112,2024-01-01,email,0,0,0.0,1
113,2024-01-01,email,0,0,0.0,1
114,2024-01-01,email,0,0,0.0,1
115,2024-01-01,email,1,0,0.0,0
116,2024-01-01,email,1,0,0.0,0
117,2024-01-01,email,0,0,0.0,1
118,2024-01-01,email,0,0,0.0,1
119,2024-01-01,email,0,0,0.0,1
120,2024-01-01,email,0,0,0.0,1
121,2024-01-01,email,0,0,0.0,1
122,2024-01-01,email,1,0,0.0,0
123,2024-01-01,email,0,0,0.0,1
124,2024-01-01,email,0,0,0.0,1
125,2024-01-01,email,0,0,0.0,1
126,2024-01-01,email,1,0,0.0,0
127,2024-01-01,email,0,0,0.0,1
128,2024-01-01,email,1,0,0.0,0
129,2024-01-01,email,1,0,0.0,0
130,2024-01-01,email,0,0,0.0,1
131,2024-01-01,email,1,0,0.0,0
132,2024-01-01,email,0,0,0.0,0
133,2024-01-01,email,1,0,0.0,0
134,2024-01-01,email,0,0,0.0,1
135,2024-01-01,email,1,0,0.0,0
136,2024-01-01,email,1,0,0.0,0
137,2024-01-01,email,1,1,60.71,0
138,2024-01-01,email,1,0,0.0,0
139,2024-01-01,email,0,0,0.0,1
140,2024-01-01,email,0,0,0.0,0
141,2024-01-01,email,0,0,0.0,1
142,2024-01-01,email,0,0,0.0,1
143,2024-01-01,email,0,0,0.0,0
144,2024-01-01,email,1,1,69.71,1
145,2024-01-01,email,0,0,0.0,1
146,2024-01-01,email,0,0,0.0,1
147,2024-01-01,email,0,0,0.0,1
148,2024-01-01,email,1,0,0.0,0
149,2024-01-01,email,0,0,0.0,1
150,2024-01-01,email,1,0,0.0,0
151,2024-01-01,email,1,0,0.0,1
152,2024-01-01,email,1,0,0.0,0
153,2024-01-01,email,0,1,32.02,0
154,2024-01-01,email,0,0,0.0,1
155,2024-01-01,email,1,0,0.0,1
156,2024-01-01,email,0,0,0.0,1
157,2024-01-01,email,0,0,0.0,1
158,2024-01-01,email,1,0,0.0,1
159,2024-01-01,email,0,0,0.0,0
160,2024-01-01,email,0,0,0.0,0
161,2024-01-01,email,0,0,0.0,0
162,2024-01-01,email,0,0,0.0,1
163,2024-01-01,email,0,0,0.0,0
164,2024-01-01,email,1,0,0.0,0
165,2024-01-01,email,0,0,0.0,0
166,2024-01-01,email,1,0,0.0,0
167,2024-01-01,email,0,0,0.0,1
168,2024-01-01,email,0,0,0.0,0
169,2024-01-01,email,0,0,0.0,1
170,2024-01-01,email,0,0,0.0,0
171,2024-01-01,email,1,0,0.0,0
172,2024-01-01,email,0,0,0.0,1
173,2024-01-01,email,1,0,0.0,0
174,2024-01-01,email,0,1,41.35,1
175,2024-01-01,email,1,0,0.0,0
176,2024-01-01,email,1,0,0.0,0
177,2024-01-01,email,1,0,0.0,0
178,2024-01-01,email,0,0,0.0,1
179,2024-01-01,email,0,0,0.0,1
180,2024-01-01,email,1,1,48.96,0
181,2024-01-01,email,0,0,0.0,0
182,2024-01-01,email,0,0,0.0,1
183,2024-01-01,email,1,0,0.0,0
184,2024-01-01,email,1,0,0.0,0
185,2024-01-01,email,1,0,0.0,0
186,2024-01-01,email,0,0,0.0,1
187,2024-01-01,email,0,0,0.0,1
188,2024-01-01,email,0,0,0.0,1
189,2024-01-01,email,0,0,0.0,1
190,2024-01-01,email,1,0,0.0,0
191,2024-01-01,email,0,0,0.0,1
192,2024-01-01,email,0,0,0.0,1
193,2024-01-01,email,1,0,0.0,1
194,2024-01-01,email,0,1,31.58,1
195,2024-01-01,email,1,0,0.0,0
196,2024-01-01,email,1,0,0.0,0
197,2024-01-01,email,1,0,0.0,0
198,2024-01-01,email,0,0,0.0,1
199,2024-01-01,email,1,0,0.0,1
200,2024-01-01,email,0,0,0.0,0
201,2024-01-01,email,1,0,0.0,0
202,2024-01-01,email,1,1,60.94,0
203,2024-01-01,email,0,0,0.0,0
204,2024-01-01,email,1,0,0.0,0
205,2024-01-01,email,1,1,40.74,1
206,2024-01-01,email,0,0,0.0,0
207,2024-01-01,email,0,0,0.0,1
208,2024-01-01,email,1,0,0.0,0
209,2024-01-01,email,0,0,0.0,1
210,2024-01-01,email,1,0,0.0,1
211,2024-01-01,email,0,0,0.0,1
212,2024-01-01,email,1,0,0.0,0
213,2024-01-01,email,1,0,0.0,0
214,2024-01-01,email,0,0,0.0,1
215,2024-01-01,email,1,1,70.33,0
216,2024-01-01,email,0,0,0.0,1
217,2024-01-01,email,1,0,0.0,0
218,2024-01-01,email,1,0,0.0,0
219,2024-01-01,email,0,0,0.0,1
220,2024-01-01,email,0,0,0.0,1
221,2024-01-01,email,0,0,0.0,1
222,2024-01-01,email,1,0,0.0,0
223,2024-01-01,email,1,0,0.0,0
224,2024-01-01,email,1,0,0.0,0
225,2024-01-01,email,0,0,0.0,1
226,2024-01-01,email,1,0,0.0,0
227,2024-01-01,email,0,0,0.0,1
228,2024-01-01,email,1,0,0.0,0
229,2024-01-01,email,1,0,0.0,0
230,2024-01-01,email,1,0,0.0,1
231,2024-01-01,email,1,0,0.0,0
232,2024-01-01,email,0,0,0.0,1
233,2024-01-01,email,1,0,0.0,0
234,2024-01-01,email,0,0,0.0,1
235,2024-01-01,email,1,0,0.0,0
236,2024-01-01,email,1,0,0.0,0
237,2024-01-01,email,0,0,0.0,1
238,2024-01-01,email,1,1,31.93,0
239,2024-01-01,email,1,1,29.51,0
240,2024-01-01,email,0,1,65.5,1
241,2024-01-01,email,1,0,0.0,0
242,2024-01-01,email,1,0,0.0,0
243,2024-01-01,email,0,0,0.0,1
244,2024-01-01,email,0,0,0.0,1
245,2024-01-01,email,1,0,0.0,0
246,2024-01-01,email,1,1,52.84,0
247,2024-01-01,email,1,1,61.71,0
248,2024-01-01,email,0,0,0.0,0
249,2024-01-01,email,1,0,0.0,0
250,2024-01-01,email,0,0,0.0,1
251,2024-01-01,email,1,0,0.0,0
252,2024-01-01,email,0,0,0.0,0
253,2024-01-01,email,1,0,0.0,0
254,2024-01-01,email,0,0,0.0,1
255,2024-01-01,email,0,1,35.57,1
256,2024-01-01,email,0,0,0.0,1
257,2024-01-01,email,1,0,0.0,0
258,2024-01-01,email,1,0,0.0,0
259,2024-01-01,email,1,0,0.0,0
260,2024-01-01,email,1,1,61.23,0
261,2024-01-01,email,0,0,0.0,1
262,2024-01-01,email,1,1,44.61,0
263,2024-01-01,email,1,0,0.0,0
264,2024-01-01,email,1,1,74.74,0
265,2024-01-01,email,1,1,55.64,0
266,2024-01-01,email,1,0,0.0,0
267,2024-01-01,email,1,0,0.0,0
268,2024-01-01,email,0,0,0.0,1
269,2024-01-01,email,0,0,0.0,1
270,2024-01-01,email,0,1,43.51,1
271,2024-01-01,email,1,0,0.0,0
272,2024-01-01,email,1,0,0.0,0
273,2024-01-01,email,1,0,0.0,0
274,2024-01-01,email,1,0,0.0,0
275,2024-01-01,email,1,0,0.0,1
276,2024-01-01,email,0,0,0.0,1
277,2024-01-01,email,1,1,89.18,0
278,2024-01-01,email,0,0,0.0,1
279,2024-01-01,email,0,0,0.0,1
280,2024-01-01,email,1,0,0.0,0
281,2024-01-01,email,0,0,0.0,0
282,2024-01-01,email,0,1,64.57,0
283,2024-01-01,email,0,0,0.0,1
284,2024-01-01,email,1,0,0.0,0
285,2024-01-01,email,1,0,0.0,0
286,2024-01-01,email,1,0,0.0,0
287,2024-01-01,email,0,0,0.0,0
288,2024-01-01,email,1,0,0.0,0
289,2024-01-01,email,1,0,0.0,0
290,2024-01-01,email,1,0,0.0,0
291,2024-01-01,email,0,0,0.0,1
292,2024-01-01,email,0,1,57.79,1
293,2024-01-01,email,1,0,0.0,0
294,2024-01-01,email,0,0,0.0,0
295,2024-01-01,email,1,1,27.25,0
296,2024-01-01,email,1,0,0.0,0
297,2024-01-01,email,0,0,0.0,1
298,2024-01-01,email,1,0,0.0,0
299,2024-01-01,email,0,0,0.0,1
300,2024-01-01,email,1,0,0.0,0
301,2024-01-01,email,0,0,0.0,0
302,2024-01-01,email,0,0,0.0,1
303,2024-01-01,email,1,0,0.0,0
304,2024-01-01,email,0,1,41.21,1
305,2024-01-01,email,1,0,0.0,0
306,2024-01-01,email,0,0,0.0,1
307,2024-01-01,email,0,0,0.0,0
308,2024-01-01,email,0,0,0.0,1
309,2024-01-01,email,1,0,0.0,0
310,2024-01-01,email,0,0,0.0,1
311,2024-01-01,email,1,0,0.0,0
312,2024-01-01,email,1,0,0.0,0
313,2024-01-01,email,1,0,0.0,0
314,2024-01-01,email,1,0,0.0,0
315,2024-01-01,email,0,0,0.0,1
316,2024-01-01,email,1,0,0.0,0
317,2024-01-01,email,1,0,0.0,1
318,2024-01-01,email,1,0,0.0,0
319,2024-01-01,email,1,0,0.0,0
320,2024-01-01,email,1,1,51.32,0
321,2024-01-01,email,0,0,0.0,1
322,2024-01-01,email,0,0,0.0,0
323,2024-01-01,email,1,0,0.0,0
324,2024-01-01,email,1,0,0.0,0
325,2024-01-01,email,1,0,0.0,0
326,2024-01-01,email,0,1,30.97,1
327,2024-01-01,email,0,0,0.0,0
328,2024-01-01,email,0,0,0.0,1
329,2024-01-01,email,1,0,0.0,0
330,2024-01-01,email,1,0,0.0,0
331,2024-01-01,email,0,0,0.0,1
332,2024-01-01,email,0,0,0.0,1
333,2024-01-01,email,0,0,0.0,1
334,2024-01-01,email,0,0,0.0,1
335,2024-01-01,email,0,0,0.0,0
336,2024-01-01,email,0,0,0.0,1
337,2024-01-01,email,1,0,0.0,1
338,2024-01-01,email,0,1,36.13,1
339,2024-01-01,email,1,0,0.0,0
340,2024-01-01,email,0,0,0.0,1
341,2024-01-01,email,1,0,0.0,0
342,2024-01-01,email,1,0,0.0,0
343,2024-01-01,email,1,0,0.0,1
344,2024-01-01,email,0,0,0.0,1
345,2024-01-01,email,0,0,0.0,1
346,2024-01-01,email,1,0,0.0,0
347,2024-01-01,email,0,0,0.0,0
348,2024-01-01,email,1,0,0.0,1
349,2024-01-01,email,1,0,0.0,0
350,2024-01-01,email,0,0,0.0,1
351,2024-01-01,email,0,0,0.0,1
352,2024-01-01,email,0,0,0.0,0
353,2024-01-01,email,0,0,0.0,1
354,2024-01-01,email,0,0,0.0,0
355,2024-01-01,email,0,0,0.0,0
356,2024-01-01,email,1,0,0.0,0
357,2024-01-01,email,0,0,0.0,1
358,2024-01-01,email,0,0,0.0,1
359,2024-01-01,email,0,0,0.0,1
360,2024-01-01,email,1,0,0.0,0
361,2024-01-01,email,1,0,0.0,0
362,2024-01-01,email,0,0,0.0,1
363,2024-01-01,email,1,0,0.0,0
364,2024-01-01,email,0,0,0.0,1
365,2024-01-01,email,1,0,0.0,0
366,2024-01-01,email,1,0,0.0,0
367,2024-01-01,email,1,0,0.0,0
368,2024-01-01,email,1,0,0.0,0
369,2024-01-01,email,0,0,0.0,1
370,2024-01-01,email,0,0,0.0,0
371,2024-01-01,email,0,0,0.0,1
372,2024-01-01,email,0,0,0.0,0
373,2024-01-01,email,1,0,0.0,0
374,2024-01-01,email,1,0,0.0,1
375,2024-01-01,email,0,0,0.0,1
376,2024-01-01,email,0,1,34.36,1
377,2024-01-01,email,0,0,0.0,1
378,2024-01-01,email,0,0,0.0,0
379,2024-01-01,email,1,0,0.0,0
380,2024-01-01,email,1,0,0.0,0
381,2024-01-01,email,1,0,0.0,0
382,2024-01-01,email,1,0,0.0,0
383,2024-01-01,email,0,0,0.0,1
384,2024-01-01,email,0,0,0.0,1
385,2024-01-01,email,1,0,0.0,0
386,2024-01-01,email,1,1,69.1,0
387,2024-01-01,email,1,0,0.0,0
388,2024-01-01,email,0,0,0.0,1
389,2024-01-01,email,1,0,0.0,0
390,2024-01-01,email,1,0,0.0,0
391,2024-01-01,email,0,0,0.0,0
392,2024-01-01,email,1,0,0.0,0
393,2024-01-01,email,1,0,0.0,0
394,2024-01-01,email,0,0,0.0,1
395,2024-01-01,email,1,1,68.01,0
396,2024-01-01,email,1,0,0.0,0
397,2024-01-01,email,1,0,0.0,1
398,2024-01-01,email,0,0,0.0,1
399,2024-01-01,email,0,0,0.0,1
400,2024-01-01,email,0,0,0.0,1
401,2024-01-01,email,0,0,0.0,1
402,2024-01-01,email,0,0,0.0,1
403,2024-01-01,email,0,0,0.0,0
404,2024-01-01,email,1,0,0.0,1
405,2024-01-01,email,0,0,0.0,1
406,2024-01-01,email,1,0,0.0,0
407,2024-01-01,email,1,0,0.0,0
408,2024-01-01,email,0,0,0.0,1
409,2024-01-01,email,0,0,0.0,1
410,2024-01-01,email,1,1,34.91,0
411,2024-01-01,email,0,0,0.0,0
412,2024-01-01,email,0,0,0.0,1
413,2024-01-01,email,1,1,58.51,0
414,2024-01-01,email,0,0,0.0,1
415,2024-01-01,email,1,0,0.0,0
416,2024-01-01,email,1,1,38.52,0
417,2024-01-01,email,0,0,0.0,0
418,2024-01-01,email,1,0,0.0,0
419,2024-01-01,email,0,0,0.0,1
420,2024-01-01,email,1,0,0.0,0
421,2024-01-01,email,1,0,0.0,0
422,2024-01-01,email,0,0,0.0,1
423,2024-01-01,email,1,0,0.0,0
424,2024-01-01,email,0,0,0.0,1
425,2024-01-01,email,0,0,0.0,1
426,2024-01-01,email,0,0,0.0,0
427,2024-01-01,email,1,1,54.75,0
428,2024-01-01,email,0,0,0.0,1
429,2024-01-01,email,1,0,0.0,0
430,2024-01-01,email,0,0,0.0,1
431,2024-01-01,email,0,0,0.0,1
432,2024-01-01,email,1,1,56.9,0
433,2024-01-01,email,0,0,0.0,1
434,2024-01-01,email,0,0,0.0,1
435,2024-01-01,email,0,0,0.0,1
436,2024-01-01,email,1,0,0.0,1
437,2024-01-01,email,1,0,0.0,0
438,2024-01-01,email,0,0,0.0,1
439,2024-01-01,email,1,0,0.0,0
440,2024-01-01,email,0,0,0.0,1
441,2024-01-01,email,0,0,0.0,0
442,2024-01-01,email,0,0,0.0,1
443,2024-01-01,email,0,0,0.0,1
444,2024-01-01,email,1,0,0.0,0
445,2024-01-01,email,1,0,0.0,0
446,2024-01-01,email,1,0,0.0,0
447,2024-01-01,email,0,0,0.0,1
448,2024-01-01,email,0,0,0.0,1
449,2024-01-01,email,0,0,0.0,1
450,2024-01-01,email,0,0,0.0,1
451,2024-01-01,email,1,0,0.0,0
452,2024-01-01,email,0,0,0.0,1
453,2024-01-01,email,0,0,0.0,1
454,2024-01-01,email,1,0,0.0,0
455,2024-01-01,email,0,0,0.0,1
456,2024-01-01,email,0,0,0.0,1
457,2024-01-01,email,1,0,0.0,1
458,2024-01-01,email,0,0,0.0,0
459,2024-01-01,email,0,0,0.0,0
460,2024-01-01,email,1,0,0.0,0
461,2024-01-01,email,1,0,0.0,0
462,2024-01-01,email,0,0,0.0,1
463,2024-01-01,email,0,0,0.0,1
464,2024-01-01,email,1,0,0.0,0
465,2024-01-01,email,0,0,0.0,0
466,2024-01-01,email,0,0,0.0,1
467,2024-01-01,email,0,0,0.0,1
468,2024-01-01,email,0,0,0.0,0
469,2024-01-01,email,1,0,0.0,0
470,2024-01-01,email,1,0,0.0,0
471,2024-01-01,email,1,0,0.0,1
472,2024-01-01,email,0,0,0.0,1
473,2024-01-01,email,0,0,0.0,1
474,2024-01-01,email,0,0,0.0,0
475,2024-01-01,email,0,0,0.0,1
476,2024-01-01,email,0,0,0.0,1
477,2024-01-01,email,1,0,0.0,0
478,2024-01-01,email,0,0,0.0,0
479,2024-01-01,email,0,0,0.0,1
480,2024-01-01,email,1,0,0.0,0
481,2024-01-01,email,1,0,0.0,0
482,2024-01-01,email,1,0,0.0,0
483,2024-01-01,email,0,0,0.0,1
484,2024-01-01,email,0,0,0.0,1
485,2024-01-01,email,1,0,0.0,1
486,2024-01-01,email,1,0,0.0,0
487,2024-01-01,email,1,0,0.0,0
488,2024-01-01,email,0,1,51.05,1
489,2024-01-01,email,0,0,0.0,1
490,2024-01-01,email,1,0,0.0,0
491,2024-01-01,email,1,0,0.0,1
492,2024-01-01,email,0,0,0.0,1
493,2024-01-01,email,0,1,52.5,1
494,2024-01-01,email,1,0,0.0,1
495,2024-01-01,email,0,0,0.0,0
496,2024-01-01,email,1,0,0.0,0
497,2024-01-01,email,0,0,0.0,1
498,2024-01-01,email,1,0,0.0,0
499,2024-01-01,email,1,0,0.0,0
500,2024-01-01,email,0,0,0.0,0
501,2024-01-01,email,0,0,0.0,1
502,2024-01-01,email,1,0,0.0,1
503,2024-01-01,email,0,0,0.0,0
504,2024-01-01,email,1,0,0.0,0
505,2024-01-01,email,1,0,0.0,0
506,2024-01-01,email,0,1,28.11,1
507,2024-01-01,email,0,0,0.0,1
508,2024-01-01,email,1,0,0.0,0
509,2024-01-01,email,0,1,51.59,1
510,2024-01-01,email,0,0,0.0,1
511,2024-01-01,email,0,0,0.0,1
512,2024-01-01,email,1,1,48.26,0
513,2024-01-01,email,1,1,31.91,0
514,2024-01-01,email,0,0,0.0,1
515,2024-01-01,email,0,0,0.0,0
516,2024-01-01,email,0,0,0.0,1
517,2024-01-01,email,0,0,0.0,0
518,2024-01-01,email,1,1,32.19,0
519,2024-01-01,email,1,0,0.0,0
520,2024-01-01,email,1,0,0.0,0
521,2024-01-01,email,1,0,0.0,0
522,2024-01-01,email,1,0,0.0,0
523,2024-01-01,email,0,0,0.0,1
524,2024-01-01,email,0,0,0.0,0
525,2024-01-01,email,0,0,0.0,1
526,2024-01-01,email,0,0,0.0,0
527,2024-01-01,email,0,0,0.0,1
528,2024-01-01,email,1,0,0.0,0
529,2024-01-01,email,1,0,0.0,0
530,2024-01-01,email,1,1,55.96,1
531,2024-01-01,email,0,0,0.0,0
532,2024-01-01,email,0,0,0.0,0
533,2024-01-01,email,1,0,0.0,0
534,2024-01-01,email,1,0,0.0,0
535,2024-01-01,email,1,0,0.0,0
536,2024-01-01,email,0,1,71.61,1
537,2024-01-01,email,1,0,0.0,0
538,2024-01-01,email,1,0,0.0,0
539,2024-01-01,email,0,0,0.0,0
540,2024-01-01,email,1,1,37.77,0
541,2024-01-01,email,1,0,0.0,0
542,2024-01-01,email,1,0,0.0,0
543,2024-01-01,email,0,0,0.0,0
544,2024-01-01,email,0,0,0.0,1
545,2024-01-01,email,1,1,65.08,0
546,2024-01-01,email,0,0,0.0,1
547,2024-01-01,email,1,0,0.0,0
548,2024-01-01,email,1,0,0.0,0
549,2024-01-01,email,1,0,0.0,0
550,2024-01-01,email,1,1,73.71,0
551,2024-01-01,email,0,0,0.0,1
552,2024-01-01,email,1,1,45.1,0
553,2024-01-01,email,1,1,40.88,0
554,2024-01-01,email,0,0,0.0,1
555,2024-01-01,email,0,0,0.0,1
556,2024-01-01,email,0,0,0.0,1
557,2024-01-01,email,0,0,0.0,1
558,2024-01-01,email,1,0,0.0,1
559,2024-01-01,email,1,0,0.0,0
560,2024-01-01,email,0,0,0.0,0
561,2024-01-01,email,0,0,0.0,0
562,2024-01-01,email,0,0,0.0,1
563,2024-01-01,email,1,0,0.0,0
564,2024-01-01,email,1,0,0.0,0
565,2024-01-01,email,0,0,0.0,1
566,2024-01-01,email,1,0,0.0,0
567,2024-01-01,email,0,0,0.0,1
568,2024-01-01,email,0,0,0.0,1
569,2024-01-01,email,0,0,0.0,0
570,2024-01-01,email,0,0,0.0,1
571,2024-01-01,email,0,0,0.0,0
572,2024-01-01,email,0,0,0.0,0
573,2024-01-01,email,0,0,0.0,1
574,2024-01-01,email,1,0,0.0,1
575,2024-01-01,email,1,0,0.0,0
576,2024-01-01,email,1,0,0.0,0
577,2024-01-01,email,1,0,0.0,0
578,2024-01-01,email,1,0,0.0,1
579,2024-01-01,email,0,0,0.0,0
580,2024-01-01,email,0,1,37.35,1
581,2024-01-01,email,0,0,0.0,1
582,2024-01-01,email,0,0,0.0,1
583,2024-01-01,email,1,0,0.0,0
584,2024-01-01,email,0,0,0.0,1
585,2024-01-01,email,1,0,0.0,0
586,2024-01-01,email,0,0,0.0,0
587,2024-01-01,email,0,0,0.0,1
588,2024-01-01,email,0,0,0.0,1
589,2024-01-01,email,0,0,0.0,1
590,2024-01-01,email,1,0,0.0,0
591,2024-01-01,email,0,0,0.0,1
592,2024-01-01,email,0,0,0.0,1
593,2024-01-01,email,1,0,0.0,0
594,2024-01-01,email,0,0,0.0,1
595,2024-01-01,email,1,0,0.0,0
596,2024-01-01,email,0,0,0.0,1
597,2024-01-01,email,1,0,0.0,0
598,2024-01-01,email,0,0,0.0,1
599,2024-01-01,email,1,0,0.0,0
600,2024-01-01,email,0,0,0.0,1
601,2024-01-01,email,0,0,0.0,1
602,2024-01-01,email,0,0,0.0,1
603,2024-01-01,email,1,0,0.0,0
604,2024-01-01,email,1,0,0.0,0
605,2024-01-01,email,1,0,0.0,0
606,2024-01-01,email,1,0,0.0,0
607,2024-01-01,email,1,1,30.39,0
608,2024-01-01,email,0,0,0.0,0
609,2024-01-01,email,1,0,0.0,0
610,2024-01-01,email,1,0,0.0,0
611,2024-01-01,email,0,0,0.0,1
612,2024-01-01,email,1,0,0.0,0
613,2024-01-01,email,0,0,0.0,0
614,2024-01-01,email,1,0,0.0,1
615,2024-01-01,email,1,0,0.0,0
616,2024-01-01,email,1,0,0.0,1
617,2024-01-01,email,1,0,0.0,0
618,2024-01-01,email,0,0,0.0,0
619,2024-01-01,email,0,0,0.0,0
620,2024-01-01,email,1,0,0.0,0
621,2024-01-01,email,0,0,0.0,0
622,2024-01-01,email,1,0,0.0,0
623,2024-01-01,email,0,0,0.0,1
624,2024-01-01,email,1,0,0.0,0
625,2024-01-01,email,1,0,0.0,0
626,2024-01-01,email,1,0,0.0,1
627,2024-01-01,email,1,0,0.0,0
628,2024-01-01,email,1,1,47.69,0
629,2024-01-01,email,0,1,48.34,1
630,2024-01-01,email,0,0,0.0,0
631,2024-01-01,email,0,0,0.0,1
632,2024-01-01,email,1,0,0.0,0
633,2024-01-01,email,1,1,60.9,0
634,2024-01-01,email,1,0,0.0,0
635,2024-01-01,email,1,0,0.0,0
636,2024-01-01,email,0,0,0.0,1
637,2024-01-01,email,0,0,0.0,1
638,2024-01-01,email,1,0,0.0,0
639,2024-01-01,email,1,0,0.0,0
640,2024-01-01,email,0,0,0.0,1
641,2024-01-01,email,1,0,0.0,0
642,2024-01-01,email,1,0,0.0,0
643,2024-01-01,email,0,0,0.0,1
644,2024-01-01,email,1,0,0.0,0
645,2024-01-01,email,0,0,0.0,0
646,2024-01-01,email,1,0,0.0,0
647,2024-01-01,email,1,0,0.0,0
648,2024-01-01,email,0,0,0.0,1
649,2024-01-01,email,1,0,0.0,0
650,2024-01-01,email,1,0,0.0,0
651,2024-01-01,email,0,1,51.4,1
652,2024-01-01,email,0,0,0.0,1
653,2024-01-01,email,0,0,0.0,1
654,2024-01-01,email,0,0,0.0,1
655,2024-01-01,email,0,0,0.0,0
656,2024-01-01,email,1,0,0.0,0
657,2024-01-01,email,0,1,35.06,1
658,2024-01-01,email,0,0,0.0,0
659,2024-01-01,email,1,0,0.0,0
660,2024-01-01,email,1,0,0.0,1
661,2024-01-01,email,0,0,0.0,1
662,2024-01-01,email,1,0,0.0,0
663,2024-01-01,email,1,0,0.0,0
